Serial No.,Round No.,Period,City,Age,Gender,Annual Income,Assembly Constituency Name,Educational Qualification,No. of Family Members,No. of Earning members in the family,Occupation of Respondent,Perception on General Economic condition - compared to one year ago,Outlook on General Economic condition - one year ahead,Perception on Household income - compared to one year ago,Outlook on Household income - one year ahead,Perception on Household spending - compared to one year ago,Outlook on Household spending - one year ahead,Perception on essential spending - compared to one year ago,Outlook on essential spending - one year ahead,Perception on non-essential spending - compared to one year ago,Outlook on non-essential spending - one year ahead,Perception on Employment scenario - compared to one year ago,Outlook on Employment scenario - one year ahead,Perception on General prices - compared to one year ago,Outlook on General prices - one year ahead,Perception on Inflation - compared to one year ago,Outlook on Inflation - one year ahead
1539,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,"Dr, R.K.Nagar ",Graduate,3 or 4,1,House wife,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1540,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,"Dr, R.K.Nagar ",Post Graduate,5 and more,1,Unemployed,Worsened,Remain the same,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Remained the same,Will decrease
1541,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Harbour ,10th Std-Below 12th Std,3 or 4,1,House wife,Worsened,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
1542,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Harbour ,12th Std,3 or 4,1,House wife,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Worsened,Remain the same,Increased,Will increase,Increased,Will decrease
1543,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Harbour ,Graduate,3 or 4,1,Employed,Worsened,Will worsen,Increased,Remain the same,Increased,Will increase,Increased,Remain the same,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
1544,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Harbour ,Graduate,3 or 4,1,House wife,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Remain the same,Increased,
1545,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Harbour ,Post Graduate,5 and more,1,Employed,Remained the same,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will decrease,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
1546,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Kolathur ,10th Std-Below 12th Std,5 and more,1,House wife,Remained the same,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Decreased,Will increase
1547,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Kolathur ,5th Std-Below 10th Std,1 to 2,1,House wife,Improved,Will improve,Increased,Remain the same,Remained the same,Remain the same,Increased,Remain the same,Decreased,Remain the same,Worsened,Will improve,Increased,Will increase,Increased,Will increase
1548,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Kolathur ,Graduate,3 or 4,1,House wife,Remained the same,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Worsened,Remain the same,Increased,Will increase,Remained the same,Remain the same
1549,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Kolathur ,Graduate,3 or 4,1,House wife,Worsened,Remain the same,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
1550,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Kolathur ,Graduate,3 or 4,1,House wife,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Worsened,Remain the same,Increased,Will increase,Remained the same,Will increase
1551,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Kolathur ,Post Graduate,3 or 4,1,Unemployed,Worsened,Will worsen,Increased,Remain the same,Increased,Will increase,Increased,Remain the same,Increased,Will increase,Improved,Will improve,Increased,Will increase,Decreased,Will decrease
1552,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Maduravoyal ,10th Std-Below 12th Std,5 and more,1,House wife,Worsened,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Remain the same,Increased,
1553,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Maduravoyal ,12th Std,3 or 4,1,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Remain the same,Increased,Remain the same,Remained the same,Remain the same,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
1554,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Maduravoyal ,5th Std-Below 10th Std,3 or 4,2,Employed,Worsened,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
1555,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Maduravoyal ,Post Graduate,3 or 4,1,House wife,Improved,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will decrease,Remained the same,Will worsen,Increased,Will increase,Increased,Remain the same
1556,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Mylapore ,Graduate,3 or 4,2,Employed,Worsened,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Remained the same,Remain the same,Increased,Will increase,Decreased,Remain the same
1557,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Perambur ,10th Std-Below 12th Std,3 or 4,1,House wife,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Remain the same
1558,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Perambur ,10th Std-Below 12th Std,3 or 4,1,Unemployed,Improved,Will improve,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Will worsen,Increased,Will increase,Remained the same,Will increase
1559,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Perambur ,12th Std,5 and more,2,House wife,Worsened,Will improve,Remained the same,Will increase,Decreased,Will decrease,Decreased,Will decrease,Decreased,Will decrease,Remained the same,Will worsen,Increased,Will increase,Decreased,Will increase
1560,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Perambur ,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will improve,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Decreased,Remain the same,Worsened,Will improve,Increased,Will increase,Decreased,Will increase
1561,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Perambur ,Graduate,3 or 4,2,Employed,Improved,Will improve,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Improved,Will improve,Increased,Will increase,Decreased,Will increase
1562,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Perambur ,Graduate,5 and more,1,House wife,Improved,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Decreased,Remain the same
1563,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Perambur ,Post Graduate,5 and more,2,House wife,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1564,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Royapuram ,10th Std-Below 12th Std,5 and more,1,House wife,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will improve,Increased,Will increase,Remained the same,Remain the same
1565,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Royapuram ,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
1566,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Royapuram ,Graduate,5 and more,1,Unemployed,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
1567,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Thiyagaraya Nagar ,12th Std,5 and more,2,Employed,Worsened,Will improve,Decreased,Will decrease,Increased,Will decrease,Increased,Will decrease,Remained the same,Will decrease,Worsened,Will improve,Increased,Will increase,Increased,Will decrease
1568,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Thiyagaraya Nagar ,Graduate,3 or 4,2,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
1569,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Thousand lights ,Graduate,3 or 4,2,Employed,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
1570,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Thousand lights ,Graduate,3 or 4,2,Employed,Worsened,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Remain the same
1571,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Thousand lights ,Graduate,5 and more,3,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Remain the same,Increased,Remain the same,Increased,Remain the same,Remained the same,Remain the same,Remained the same,Will increase,,Remain the same
1572,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Thousand lights ,Post Graduate,3 or 4,2,Employed,Remained the same,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Remained the same,Will increase
1573,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Tiruvottiyur ,Graduate,3 or 4,1,House wife,Remained the same,Will improve,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
1574,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Tiruvottiyur ,Graduate,3 or 4,1,Unemployed,Worsened,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will worsen,Increased,Will increase,Increased,Will increase
1575,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Tiruvottiyur ,Graduate,5 and more,2,House wife,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1576,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,T.V.K .Nagar ,5th Std-Below 10th Std,3 or 4,2,Employed,Worsened,Remain the same,Increased,Will increase,Remained the same,Remain the same,Remained the same,Will decrease,Decreased,Remain the same,Improved,Will improve,Increased,Will decrease,Increased,
1577,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,T.V.K .Nagar ,5th Std-Below 10th Std,3 or 4,4,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will improve,Decreased,Will increase,,Remain the same
1578,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,T.V.K .Nagar ,5th Std-Below 10th Std,5 and more,1,House wife,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will improve,Increased,Will increase,Remained the same,Remain the same
1579,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Velachery ,12th Std,5 and more,2,Unemployed,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will worsen,Increased,Will increase,Decreased,Will decrease
1580,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Velachery ,5th Std-Below 10th Std,3 or 4,3,House wife,Worsened,Will improve,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1581,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Velachery ,Graduate,3 or 4,1,House wife,Worsened,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will worsen,Increased,Will increase,Increased,Will increase
1582,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Velachery ,Graduate,5 and more,3,Employed,Remained the same,Remain the same,Increased,Will increase,Increased,Remain the same,Increased,Will increase,Increased,Remain the same,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
1583,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Velachery ,Graduate,5 and more,3,House wife,Worsened,Will worsen,Remained the same,Remain the same,Remained the same,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Remain the same,Increased,
1584,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Villivakkam ,5th Std-Below 10th Std,5 and more,4,Employed,Worsened,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Increased,Will increase,Decreased,Remain the same,Worsened,Will improve,Increased,Will increase,Increased,Will increase
1585,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Villivakkam ,Graduate,3 or 4,1,Employed,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Remain the same,Increased,Will increase,Remained the same,Will increase
1586,41,Mar-18,Chennai,22-29 year,Female,Rs. 1 to less than 3 lakh,Virugambakkam ,10th Std-Below 12th Std,5 and more,2,House wife,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Remained the same,Will improve,Increased,Will increase,Remained the same,Will decrease
1587,41,Mar-18,Chennai,22-29 year,Female,Rs. 3 lakh to 5 lakh,Ambattur ,Graduate,3 or 4,2,Employed,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
1588,41,Mar-18,Chennai,22-29 year,Female,Rs. 3 lakh to 5 lakh,Maduravoyal ,12th Std,3 or 4,1,Employed,Worsened,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
