Serial No.,Round No.,Period,City,Age,Gender,Annual Income,Assembly Constituency Name,Educational Qualification,No. of Family Members,No. of Earning members in the family,Occupation of Respondent,Perception on General Economic condition - compared to one year ago,Outlook on General Economic condition - one year ahead,Perception on Household income - compared to one year ago,Outlook on Household income - one year ahead,Perception on Household spending - compared to one year ago,Outlook on Household spending - one year ahead,Perception on essential spending - compared to one year ago,Outlook on essential spending - one year ahead,Perception on non-essential spending - compared to one year ago,Outlook on non-essential spending - one year ahead,Perception on Employment scenario - compared to one year ago,Outlook on Employment scenario - one year ahead,Perception on General prices - compared to one year ago,Outlook on General prices - one year ahead,Perception on Inflation - compared to one year ago,Outlook on Inflation - one year ahead
1958,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Ambattur ,Graduate,3 or 4,1,Employed,Worsened,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
1959,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Ambattur ,Illiterate,5 and more,1,House wife,Worsened,Remain the same,Decreased,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1960,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Anna Nagar ,10th Std-Below 12th Std,5 and more,1,Unemployed,Remained the same,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1961,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Anna Nagar ,10th Std-Below 12th Std,5 and more,2,House wife,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1962,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Anna Nagar ,5th Std-Below 10th Std,3 or 4,1,House wife,Remained the same,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Remain the same,Increased,Remain the same,Increased,
1963,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Anna Nagar ,Graduate,1 to 2,1,House wife,Worsened,Will worsen,Decreased,Will decrease,Decreased,Will decrease,Decreased,Will decrease,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1964,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Anna Nagar ,Graduate,3 or 4,1,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Remain the same,Increased,Remain the same,Increased,Will increase,Improved,Remain the same,Increased,Will increase,Increased,Will increase
1965,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Anna Nagar ,Post Graduate,5 and more,2,Employed,Improved,Will improve,Increased,Remain the same,Remained the same,Remain the same,Increased,Will increase,Remained the same,Remain the same,Worsened,Remain the same,Increased,Will increase,Remained the same,Will increase
1966,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Chepauk -Triplicane ,Graduate,3 or 4,1,House wife,Improved,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Increased,Will increase
1967,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,"Dr, R.K.Nagar ",10th Std-Below 12th Std,3 or 4,2,Employed,Improved,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Decreased,Will decrease
1968,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,"Dr, R.K.Nagar ",5th Std-Below 10th Std,3 or 4,2,Employed,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Will increase,Decreased,Will decrease
1969,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,"Dr, R.K.Nagar ",5th Std-Below 10th Std,3 or 4,2,House wife,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
1970,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,"Dr, R.K.Nagar ",5th Std-Below 10th Std,3 or 4,2,House wife,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Improved,Will improve,Increased,Will increase,Decreased,Will decrease
1971,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,"Dr, R.K.Nagar ",5th Std-Below 10th Std,3 or 4,2,House wife,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
1972,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,"Dr, R.K.Nagar ",5th Std-Below 10th Std,5 and more,2,House wife,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Decreased,Will decrease
1973,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,"Dr, R.K.Nagar ",Below 5th Std,3 or 4,1,House wife,Worsened,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Decreased,Will decrease
1974,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Egmore ,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Remained the same,Will decrease
1975,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Egmore ,5th Std-Below 10th Std,3 or 4,2,House wife,Worsened,Will improve,Increased,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Will improve,Increased,Will increase,Decreased,Remain the same
1976,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Egmore ,5th Std-Below 10th Std,3 or 4,3,Employed,Improved,Will improve,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Will improve,Increased,Remain the same,Increased,
1977,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Harbour ,Graduate,1 to 2,1,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Remain the same
1978,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Kolathur ,10th Std-Below 12th Std,3 or 4,1,House wife,Improved,Remain the same,Increased,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Decreased,Will decrease,Remained the same,Will worsen,Increased,Will increase,Increased,Will increase
1979,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Kolathur ,5th Std-Below 10th Std,3 or 4,2,Self Employed/ Business,Worsened,Will improve,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1980,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Kolathur ,Graduate,5 and more,2,Employed,Worsened,Remain the same,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
1981,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Kolathur ,Post Graduate,5 and more,1,House wife,Worsened,Remain the same,Remained the same,Will increase,Increased,Remain the same,Increased,Remain the same,Decreased,Will decrease,Worsened,Will improve,Increased,Remain the same,Remained the same,
1982,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Madhavaram ,5th Std-Below 10th Std,3 or 4,2,Daily worker,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
1983,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Madhavaram ,5th Std-Below 10th Std,3 or 4,2,House wife,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Increased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will decrease
1984,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Madhavaram ,5th Std-Below 10th Std,3 or 4,2,House wife,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
1985,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Madhavaram ,Graduate,5 and more,2,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Remain the same,Increased,Will increase,Decreased,Remain the same,Worsened,Will improve,Increased,Will increase,Increased,Will increase
1986,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Maduravoyal ,10th Std-Below 12th Std,3 or 4,1,House wife,Worsened,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Remain the same,Decreased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
1987,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Maduravoyal ,10th Std-Below 12th Std,3 or 4,2,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will decrease,Improved,Will improve,Increased,Will increase,Increased,Will increase
1988,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Maduravoyal ,10th Std-Below 12th Std,5 and more,3,House wife,Worsened,Will improve,Increased,Will increase,Remained the same,Will increase,Decreased,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase
1989,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Maduravoyal ,5th Std-Below 10th Std,5 and more,1,House wife,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Remained the same,Will worsen,Increased,Will increase,Increased,Will increase
1990,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Maduravoyal ,5th Std-Below 10th Std,5 and more,2,House wife,Worsened,Will improve,Decreased,Remain the same,Decreased,Will increase,Decreased,Will increase,Decreased,Remain the same,Remained the same,Will improve,Increased,Will decrease,Increased,
1991,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Maduravoyal ,Graduate,3 or 4,1,House wife,Worsened,Will improve,Increased,Will decrease,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Remain the same,Increased,Will increase,Increased,Will increase
1992,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Maduravoyal ,Graduate,3 or 4,1,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Remained the same,Will decrease
1993,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Maduravoyal ,Illiterate,3 or 4,2,Employed,Remained the same,Will improve,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Decreased,Remain the same,Worsened,Will improve,Increased,Will increase,Increased,Will increase
1994,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Maduravoyal ,Illiterate,5 and more,2,House wife,Worsened,Will worsen,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1995,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Mylapore ,10th Std-Below 12th Std,3 or 4,1,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
1996,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Mylapore ,10th Std-Below 12th Std,5 and more,2,Employed,Remained the same,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will decrease
1997,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Mylapore ,Graduate,3 or 4,1,Employed,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
1998,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Mylapore ,Graduate,3 or 4,1,House wife,Worsened,Will improve,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Will increase,Decreased,Remain the same,Worsened,Remain the same,Increased,Will increase,Remained the same,Remain the same
1999,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Perambur ,10th Std-Below 12th Std,3 or 4,1,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Remained the same,Will worsen,Increased,Will increase,Increased,Will increase
2000,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Perambur ,10th Std-Below 12th Std,3 or 4,1,House wife,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will improve,Increased,Will increase,Remained the same,Remain the same
2001,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Perambur ,5th Std-Below 10th Std,1 to 2,1,House wife,Worsened,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
2002,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Royapuram ,5th Std-Below 10th Std,3 or 4,3,Self Employed/ Business,Worsened,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Increased,Remain the same,Increased,
2003,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Saidapet ,Graduate,3 or 4,1,Unemployed,Worsened,Will worsen,Remained the same,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Remain the same,Worsened,Remain the same,Increased,Will increase,Increased,Remain the same
2004,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Thiyagaraya Nagar ,10th Std-Below 12th Std,3 or 4,2,House wife,Worsened,Will worsen,Remained the same,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Decreased,Will increase
2005,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Thiyagaraya Nagar ,10th Std-Below 12th Std,5 and more,2,Unemployed,Worsened,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
2006,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Thiyagaraya Nagar ,5th Std-Below 10th Std,3 or 4,1,House wife,Worsened,Will worsen,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Remained the same,Remain the same
2007,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Thiyagaraya Nagar ,5th Std-Below 10th Std,3 or 4,2,Employed,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Decreased,Will decrease
2008,43,Jun-18,Chennai,40-59 year,Female,Rs. 1 to less than 3 lakh,Thiyagaraya Nagar ,5th Std-Below 10th Std,5 and more,3,Employed,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will worsen,Increased,Will increase,Decreased,Will decrease
