Serial No.,Round No.,Period,City,Age,Gender,Annual Income,Assembly Constituency Name,Educational Qualification,No. of Family Members,No. of Earning members in the family,Occupation of Respondent,Perception on General Economic condition - compared to one year ago,Outlook on General Economic condition - one year ahead,Perception on Household income - compared to one year ago,Outlook on Household income - one year ahead,Perception on Household spending - compared to one year ago,Outlook on Household spending - one year ahead,Perception on essential spending - compared to one year ago,Outlook on essential spending - one year ahead,Perception on non-essential spending - compared to one year ago,Outlook on non-essential spending - one year ahead,Perception on Employment scenario - compared to one year ago,Outlook on Employment scenario - one year ahead,Perception on General prices - compared to one year ago,Outlook on General prices - one year ahead,Perception on Inflation - compared to one year ago,Outlook on Inflation - one year ahead
926,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Dasarahalli,10th Std-Below 12th Std,3 or 4,3,Daily worker,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Remain the same,Increased,
927,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Dasarahalli,5th Std-Below 10th Std,1 to 2,1,Daily worker,Worsened,Remain the same,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
928,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Dasarahalli,5th Std-Below 10th Std,3 or 4,2,Daily worker,Remained the same,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Remain the same,Decreased,Will increase,Remained the same,Will improve,Increased,Will increase,Increased,Will increase
929,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Dasarahalli,5th Std-Below 10th Std,3 or 4,2,Self Employed/ Business,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Will improve,Increased,Will decrease,Increased,
930,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Govindarajnagar,Graduate,1 to 2,1,Self Employed/ Business,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Remain the same
931,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,K R Puram,5th Std-Below 10th Std,1 to 2,1,Daily worker,Remained the same,Remain the same,Increased,Will decrease,Increased,Remain the same,Increased,Will decrease,Increased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
932,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Mahadevpura,Illiterate,3 or 4,1,Self Employed/ Business,Remained the same,Remain the same,Increased,Will increase,Increased,Remain the same,Increased,Will increase,Increased,Remain the same,Remained the same,Will worsen,Increased,Will increase,Increased,Will increase
933,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Malleshwaram,10th Std-Below 12th Std,3 or 4,1,Self Employed/ Business,Worsened,Will worsen,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Decreased,Remain the same,Worsened,Will worsen,Increased,Will increase,Remained the same,Will increase
934,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Malleshwaram,5th Std-Below 10th Std,3 or 4,2,Employed,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
935,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Malleshwaram,Graduate,3 or 4,2,Employed,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
936,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Padmanabhanagar,10th Std-Below 12th Std,3 or 4,3,Self Employed/ Business,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
937,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Pulakeshinagar,10th Std-Below 12th Std,3 or 4,1,Self Employed/ Business,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
938,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Pulakeshinagar,12th Std,5 and more,3,Employed,Worsened,Will improve,Decreased,Will increase,Remained the same,Will increase,Increased,Will increase,Remained the same,Will increase,Worsened,Remain the same,Increased,Will decrease,Increased,
939,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Pulakeshinagar,Below 5th Std,5 and more,2,Employed,Remained the same,Will improve,Remained the same,Remain the same,Remained the same,Remain the same,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Remain the same,Increased,
940,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Rarajeshwarinagar,5th Std-Below 10th Std,3 or 4,1,Daily worker,Remained the same,Will improve,Remained the same,Remain the same,Remained the same,Will increase,Increased,Remain the same,Decreased,Will increase,Worsened,Will improve,Increased,Will increase,Increased,Will increase
941,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Rarajeshwarinagar,5th Std-Below 10th Std,3 or 4,2,Self Employed/ Business,Worsened,Will improve,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will improve,Increased,Will increase,Increased,Will increase
942,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Rarajeshwarinagar,Graduate,3 or 4,2,Employed,Improved,Will improve,Remained the same,Remain the same,Decreased,Remain the same,Increased,Will increase,Decreased,Remain the same,Improved,Will worsen,Increased,Will decrease,Decreased,
943,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Sarvagnanagar,5th Std-Below 10th Std,3 or 4,1,Self Employed/ Business,Remained the same,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will decrease,Increased,
944,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Shantinagar,5th Std-Below 10th Std,3 or 4,2,Self Employed/ Business,Worsened,Remain the same,Remained the same,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
945,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Shantinagar,Illiterate,5 and more,1,Employed,Worsened,Remain the same,Remained the same,Will decrease,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
946,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Yelahanka,10th Std-Below 12th Std,5 and more,2,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
947,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Yelahanka,Below 5th Std,3 or 4,2,Self Employed/ Business,Improved,Will improve,Increased,Will increase,Decreased,Will increase,Decreased,Will increase,Decreased,Will increase,Improved,Will improve,Increased,Will increase,Remained the same,Will increase
948,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Yelahanka,Below 5th Std,5 and more,1,Self Employed/ Business,Worsened,Remain the same,Increased,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Remain the same,Increased,Will increase,Increased,Will increase
949,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Yeshwanthpur,10th Std-Below 12th Std,1 to 2,1,Self Employed/ Business,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Remain the same,Remained the same,Will increase,Improved,Will improve,Increased,Remain the same,Increased,
950,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Yeshwanthpur,5th Std-Below 10th Std,3 or 4,1,Self Employed/ Business,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will decrease,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
951,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Yeshwanthpur,Below 5th Std,3 or 4,3,Daily worker,Worsened,Will worsen,Increased,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Decreased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
952,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 lakh or less,Yeshwanthpur,Graduate,3 or 4,1,Unemployed,Worsened,Will worsen,Decreased,Will decrease,Increased,Will increase,Increased,Will increase,Decreased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
953,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 to less than 3 lakh,Bangalore South,10th Std-Below 12th Std,3 or 4,1,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
954,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 to less than 3 lakh,Bangalore South,Graduate,3 or 4,1,Employed,Remained the same,Will improve,Remained the same,Will increase,Decreased,Will decrease,Decreased,Will decrease,Decreased,Will decrease,Remained the same,Will improve,Decreased,Will decrease,,
955,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 to less than 3 lakh,Bangalore South,Illiterate,3 or 4,1,Self Employed/ Business,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Increased,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
956,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 to less than 3 lakh,Basavanagudi,10th Std-Below 12th Std,3 or 4,1,Self Employed/ Business,Improved,Will improve,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
957,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 to less than 3 lakh,Bommanahalli,Illiterate,3 or 4,2,Employed,Worsened,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
958,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 to less than 3 lakh,BTM Layout,10th Std-Below 12th Std,3 or 4,1,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
959,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 to less than 3 lakh,BTM Layout,Illiterate,3 or 4,1,Employed,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
960,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 to less than 3 lakh,BTM Layout,Illiterate,5 and more,2,Employed,Remained the same,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
961,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 to less than 3 lakh,Byatarayanapura,12th Std,5 and more,2,Daily worker,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
962,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 to less than 3 lakh,Byatarayanapura,5th Std-Below 10th Std,3 or 4,1,Daily worker,Improved,Will improve,Decreased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
963,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 to less than 3 lakh,Byatarayanapura,Illiterate,5 and more,1,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Decreased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
964,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 to less than 3 lakh,Chickpet,Below 5th Std,5 and more,2,Retired/Pensioners,Worsened,Will worsen,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
965,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 to less than 3 lakh,Chickpet,Illiterate,3 or 4,2,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
966,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 to less than 3 lakh,Chickpet,Illiterate,3 or 4,2,Retired/Pensioners,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
967,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 to less than 3 lakh,CV Raman nagar,5th Std-Below 10th Std,5 and more,1,Self Employed/ Business,Worsened,Will worsen,Remained the same,Will decrease,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
968,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 to less than 3 lakh,CV Raman nagar,Below 5th Std,3 or 4,1,Self Employed/ Business,Improved,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will decrease,Remained the same,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
969,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 to less than 3 lakh,CV Raman nagar,Illiterate,3 or 4,1,Self Employed/ Business,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Remain the same,Remained the same,Will increase,Worsened,Will worsen,Increased,Will increase,Increased,Will increase
970,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 to less than 3 lakh,Dasarahalli,5th Std-Below 10th Std,3 or 4,1,Employed,Worsened,Will worsen,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Remained the same,Will improve,Increased,Will increase,Increased,Remain the same
971,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 to less than 3 lakh,Dasarahalli,Graduate,3 or 4,1,Self Employed/ Business,Improved,Will improve,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Worsened,Will improve,Increased,Will increase,Increased,Remain the same
972,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 to less than 3 lakh,Gandhinagar,10th Std-Below 12th Std,3 or 4,1,Employed,Improved,Will improve,Remained the same,Will increase,Increased,Will increase,Increased,Will increase,Increased,Will increase,Improved,Will improve,Increased,Will increase,Increased,Will increase
973,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 to less than 3 lakh,Govindarajnagar,12th Std,3 or 4,1,Employed,Improved,Will improve,Increased,Will increase,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Improved,Will improve,Increased,Will increase,Decreased,Remain the same
974,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 to less than 3 lakh,Govindarajnagar,5th Std-Below 10th Std,3 or 4,1,Self Employed/ Business,Improved,Will improve,Remained the same,Will increase,Remained the same,Remain the same,Remained the same,Remain the same,Remained the same,Remain the same,Improved,Will improve,Remained the same,Remain the same,,
975,44,Sep-18,Bengaluru,40-59 year,Male,Rs. 1 to less than 3 lakh,Govindarajnagar,5th Std-Below 10th Std,5 and more,3,Daily worker,Worsened,Will worsen,Remained the same,Remain the same,Increased,Will increase,Increased,Will increase,Remained the same,Remain the same,Worsened,Will worsen,Increased,Will increase,Remained the same,Remain the same
